0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.1231892768577484,0.08137983033678449,0.008315256709602542,0.06636517778208594,0.0816882539315067,0.05891972732666199,0.08940064809188696,0.033111076732488864,0.11043403816024015,0.020150222891174487,0.005579978270178955,0.02457012275284619,0.0027800091794908987,0.013555271811672829,0.05781530109658783,0.03035087266193166,0.002057027391694817,0.10326904554892014,0.04027502900041672,0.0467938334660796
0.09258299428146424,0.1443167710886068,0.19603745333069802,0.00663067615833762,0.0031007112753625513,0.028542752579260134,0.006413092944624435,0.03276744536606054,0.13884314232157396,0.0629307045535624,0.04836854379894257,0.04717009220925939,0.026269308591881032,0.05113906534996588,0.010988253629964351,0.009297328904557351,0.03669203370540597,0.029188209776198425,0.0004935870366518994,0.028227833097622692
0.0590775337086076,0.11918635183195742,0.004611832079853447,0.0001004811214245464,0.03013771019176383,0.07011788076726318,0.019697282955644806,0.0010704430132721752,0.022024941332171605,0.035297359117508136,0.031208509062269744,0.01686854007775545,0.026147831360323812,0.06358601630327139,0.054984918565924044,0.038765019468930385,0.08201742280252457,0.13163922518832888,0.005134980475071075,0.1883257205761338
0.00018460418327443778,0.192610452552077,0.061951267184128155,0.05621662968304108,0.014275534654617922,0.021119694830223707,0.007653751710396177,0.11896891843101154,0.014267583898944605,0.0002962297263352306,0.043023222481806046,0.0017230857666383935,0.10542583812528591,0.007600656778308036,0.025532986935406864,0.06354372404050018,0.016324848634978142,0.013081511951749747,0.021578285837320427,0.21462117259395638
0.02273118710075404,0.05875044692509359,0.04259265422931832,0.12791831538209147,0.10600632767744261,0.03944463810065009,0.01810837497798578,0.0133093029337013,0.11967034929554225,0.06661522888424705,0.06309651964663122,0.006010175739892573,0.17283222747603957,0.014044733211944034,0.06102376742867251,0.023106447843859863,0.006102656921467406,0.0017416997930246002,0.02902574136838968,0.007869205063251866
0.025662064312648492,0.003963230506713041,0.01379447065419539,0.0023521062033424298,0.025407793691730875,0.042639462630030385,0.12264918480010657,0.0008926535467621889,0.1108301998013067,0.024121759302107804,0.13854032677996522,0.04681566514617604,0.03823757507768834,0.14039132723504893,0.019121289253850978,0.02490795109359743,0.03688696470555095,0.07994102664783861,0.0779096670171006,0.024935281594239307
0.056910948169111,0.11529946422836398,0.06941162389915174,0.08665142702065602,0.0003135751010994099,0.07242868334999172,0.0539547493332923,0.18193534902970102,0.046829760723490495,0.023268249626416382,0.04117356613583719,0.051702754997028956,0.014395239607501194,0.02958678950531984,0.03988854015299048,0.016507280307248733,0.03894279243331557,0.03495255310682024,0.009600390995706858,0.0162462622769569
0.08738130524192582,0.08177765089337577,0.0007525853011094118,0.08713252424425401,0.00930160042714355,0.02658030812292773,0.03445484384258932,0.0001165887707181082,0.014667723678145264,0.07872491729087522,0.012771360633644,0.005997205391954161,0.0037560698502185227,0.1710138839579488,0.017035189766490162,0.010636756526710946,0.2072099641836018,0.008526110731082061,0.03313517338509155,0.1090282377601938
0.05969430979276504,0.009963845495960756,0.040096326168646945,0.015801965637138444,0.004929450785942724,0.007978193280282821,0.10302019600245636,0.04388001597566306,0.004974996788084953,0.023424656059920206,0.0775013495349455,0.05234985205343861,0.11679320938604472,1.8975828249843937e-06,0.02907740953561141,0.05562897537338721,0.1303123859091739,0.079896928236591,0.11104933362306203,0.03362470277805928
0.16554699381792387,0.01956938737678663,0.019379958688577538,0.07261787329147272,0.010974086952447505,0.010850338439503851,0.05332967649972655,0.1292069693155058,0.04792507786391659,0.0059850300099273425,0.05793554793581538,0.0013195506975631965,0.033868520486632324,0.07374803314867709,0.07119681997481245,0.05903598751745969,0.0002954182819021152,0.11842289269942247,0.03373171208167313,0.015060124920253751
0.06446015114818597,0.025324483061792066,0.07595700392409907,0.17566350389433735,0.045553054179099765,0.06530853215013312,0.06079377996634349,0.0022409990684486704,0.17406871879529584,0.03221843277188298,0.03569603662642296,6.453098635328413e-06,0.003139263727288931,0.04058335732876606,0.040256287143696216,0.0064179708239577695,0.003045676654294041,0.07968994109228132,0.020581847324007866,0.048994507221031124
0.05321601880431763,0.12767148426884722,0.017769719018510308,0.10071884533035759,0.002976144326099805,0.028248951594784022,0.10658153352364898,0.05499995135455783,0.07968540357642623,0.028640350724849967,0.114294703765263,0.00721691294690459,0.014407276009104936,0.00015728911203350147,0.07105917235798788,0.00029494438708664534,0.05826192715513361,0.03992665241822923,0.05877360296697665,0.03509911635888023
0.009600302061560666,0.07483472467334432,0.028117934400143818,0.009525082155354468,0.06078186222261357,0.0022596977970268817,0.1459767345179086,0.03519547106737893,0.02991078730892745,0.07990244800603735,0.057155705785427016,0.0018871076188198828,0.008404180207914355,0.10399142888093932,0.0022488587406514064,0.11126098608736082,0.0022426503607795114,0.11971428714004581,0.061483182547906995,0.05550656841985898
0.05018209851031965,0.0614779825998139,0.015840881223793273,0.029757553518305058,0.1098318318820888,0.04139791918346838,0.049145576556595454,0.06776353109130911,0.025181260236168485,0.08309281797738466,0.17473464601434432,0.02782146141964608,0.06732153398370104,0.006455193929118526,0.04427220946599185,0.0015555493583452268,0.0608368329592066,0.067613122954247,0.0050321124933097585,0.010685884642842909
0.024320925776315006,0.0016295694798863832,0.02628679619301654,0.034872130876177826,0.034171049513648376,0.01637793538471382,0.0673051004653308,0.014513459072583678,0.16734020506913924,0.06726104271815417,0.07147329224163715,0.10240725906822205,0.06546710586066248,0.008112460946140475,0.03493650818917217,0.04653135383330929,0.05932351164172447,0.010239751133221743,0.11475918465643667,0.032671357880507575
0.00010030275472088734,0.053265646030365814,0.02925003739905345,0.002293737388408005,0.004815336385659133,0.0036419131275897305,0.0062429268781975696,0.051624677779455494,0.1563480169726226,0.0060214847304669375,0.025585308862185047,0.004982722904660228,0.15597646144659158,0.13006534159398317,0.05343363145591401,0.030192549261377512,0.0368850231261526,0.20855241433301552,0.03796478903916076,0.002757678530419859
0.051120373018373556,0.012560284187194454,0.01910030293434854,0.06690084439770992,0.08830262789184709,0.03192095450944191,0.01140156068711755,0.07780858876132546,0.05800870107300275,0.04103718989993015,0.036734027561739976,0.10045698103318178,0.08473884770845952,0.07068039493430814,0.017569560475151114,0.010872367644183353,0.09753263281171969,0.00827118728551491,0.02493999413554256,0.09004257904990763
0.05821673370144434,0.02746680167950136,0.001940108042549735,7.062330741757851e-05,0.0005055912831512907,0.12042187352103559,0.060048503292833705,0.07221731922329129,0.00898687393278762,0.026344730596577992,0.06755651171539359,0.0003956804404650027,0.044013464911597175,0.023700711595599507,0.011938577390832409,0.061965603865303566,0.17647972862650044,0.07521180813373501,0.09045749970372814,0.07206125503625463
0.016031401378337837,0.017357607086891907,0.06576456558868451,0.13289969324803277,0.012983395567014337,0.0468119465098879,0.06296412093981477,0.006649338640114587,0.027253581363976424,0.010011855199025898,0.18068607515359972,0.0015045390732959143,0.050786329702616866,0.04514807867068636,0.0019235125510677009,0.0381367170350565,0.008246949484820895,0.10641405174696687,0.07869851686389302,0.08972772419621503
6.0267475860076845e-05,0.07859104324239136,0.05627557368508624,0.1002569692030117,0.06800314192713043,0.006613254816242047,0.013583781626421388,0.1139928367149076,0.11670329353642701,0.006305096558092777,0.00921560498686748,0.004158893749670366,0.010682862156408048,0.0029778108639330076,0.0003236550294216553,0.11753125216276546,0.21659410188831763,0.013687663717019878,0.019762203137962148,0.044680693522063525
0.06034472500112868,0.010452336389756801,0.016789592032754777,0.006177931772936287,0.05266862669100175,0.038670815787009837,0.03415499468613893,0.0015322253733155247,0.033753993627719664,0.007141593338039175,0.0744326906273447,0.014432424009147175,0.047101235124389254,0.07577509137601117,0.02319793307062998,0.08837248807947365,0.09596390997014093,0.05968304231916433,0.22605224151069073,0.033302109213206546
0.03342304018100916,0.03912887070452694,0.10148750575542227,0.12572881124277696,0.0889722202248246,0.08901251652819904,0.05110299389846909,0.03223671570838681,0.007116264887574004,0.08651291331426998,0.0005992203650562306,0.00033919279902358253,0.03253050402350855,0.12274252516659961,0.023771335295157927,0.09101415405279203,0.06372372420362116,1.8113045481452352e-05,0.002943058040032067,0.007596320563268576
0.07560515107286518,0.027874165397265387,0.012383454855170221,0.05978691925684485,0.10812500487067228,0.0334497512326214,0.0405620090155039,0.028033064519355992,0.09798134475094601,0.11323809954861917,0.17151313241889068,0.008113184945612978,0.028445856682464157,0.03212246617447743,0.0036508446258500457,0.0011443975693545528,0.09588245321101037,0.040798549376957066,5.8688955970908226e-05,0.021231461519547506
0.07957676376746058,0.1255097552769443,0.0168753204506776,1.6978985448290594e-06,0.02882027390162934,0.07148729660956558,0.13802322887911353,0.0007516098588523666,0.0003823641907786084,0.051992106134750166,0.004131929222303247,0.02265490033752888,0.10881544741280459,0.004657356051162592,0.052366758788527354,0.0904365297717097,0.08233690182009785,0.02814152102190459,0.0048519711558434875,0.0881862674498009
0.052045446500392875,0.04148375184249045,0.0031031665801417,0.07427077729337056,0.016049689760526013,0.04521233565274498,0.035507903319660805,0.10237773414577632,0.01328035075546128,0.014517446169820498,0.07458302964739162,0.04463446312315286,0.031164673291849,0.04760246665125975,0.09011471732970217,0.05533075337050709,0.07790196400274674,0.003465721765474942,0.10080209924018887,0.0765515095573415
0.051271278094837114,1.5481251138144717e-05,0.02290474846274592,0.04620857457902222,0.03866382073514271,0.06574830749984774,4.943974875691869e-05,0.023608870555890886,0.2049823727290721,0.04631778900306619,0.07495743378122635,0.1110904740382872,7.605600564581285e-08,0.01425114989167497,0.054784663459257046,0.04093523907013044,0.03310420272667326,0.06055857386945901,0.0871673079994301,0.023380196448335826
0.09573556532433058,0.008274416686944957,0.030986728907497922,0.03564529970653882,0.14196458478960924,0.06556878791184463,0.17966415735755986,0.042432674962282264,0.020495781993766404,0.0982577271973748,0.04734430443858586,0.052731079444986714,0.029460568559481502,0.00033522282307171314,0.011571484692780595,0.009489867739072143,0.0008814345593903332,0.04440684595298958,0.005295617562247104,0.0794578493896448
0.006553130853652467,0.036429265196321586,0.04677964118891998,0.09473976857418331,0.0053764615491276885,0.05466081464987055,0.0476747802172628,0.009992851081446544,0.057096742213493167,0.026358324660146034,0.053970819416553725,0.08652960719489045,0.04379473091084381,0.15856689804689988,0.08041482292873547,0.09165344448810794,0.014224154277012402,0.02450575755589048,0.03433958964172273,0.026338395354918973
0.028800974118411447,0.1735216448011585,0.00963498241610237,0.02003825349372553,0.012205290933098148,0.010033737849635328,0.033529218659002956,0.1395169313986133,0.05416285398784431,0.0717446886062839,0.025102194987345994,0.03385888859750716,0.018032402955205692,0.01833582890176723,0.03464494000964926,0.10087518851702475,0.016975758222335248,0.014430933452277188,0.09127224818825617,0.09328303990475559
0.00047757238453778,0.010868175906915797,0.00289152901021485,0.29377859024821823,0.22210234109399146,0.024298767937473903,0.12181217942804533,0.007480635514016162,0.02584095792105285,0.000298357555136994,0.09379772253391327,0.001592471899876676,0.06830563103770015,0.001795793043324081,3.2854881250423316e-05,0.005474605034384152,0.02413705022155165,0.019224590309744997,0.021691138284404117,0.05409903575424717
0.030088111416497667,0.004988327500225669,0.1127120747534396,0.042630814876515835,0.02920457513077016,0.026924679934194215,0.00014309169072099283,0.11361449315315969,0.03284369244923832,0.09036005110282817,0.08746312337314094,0.0073263566452913854,0.03376040651937203,0.10108340717315452,0.14330327779976548,0.025500448280180422,0.06894422595651115,0.013707182189857774,0.0263912275026781,0.009010432552457842
0.0057129290949644515,0.02733436589696539,0.10253229585449934,0.029318672278219705,0.08831619643149338,0.026297442202965978,0.0032172723898388155,0.1419949067847458,0.0007229620108276667,0.030632321079068627,0.06880835741129998,0.001287699608754096,1.8276939717359777e-12,0.07982756470210416,0.03303533402621338,0.07415357577778443,0.03111290563460934,0.17925229122544686,0.03684970062512191,0.039593206963249
0.024434413677643485,0.00808353495482121,0.08144189274512205,0.023217770857233574,0.04770404964161661,0.044496855905415154,0.07096875802821838,0.08679605221270296,0.05227245328702476,0.0632142665474192,0.07006338955633089,0.0068654770603977485,0.03451673803153618,0.010708905167444467,0.04405000542876084,0.040280360214312014,0.00517406637905808,0.038760470053021724,0.1981374153346301,0.04881312491729066
0.0689236446297638,0.04395501236584888,0.09063597205232457,0.03514116742916212,0.003677370411122605,0.05373287128410295,0.0923684924432279,0.18176971068512876,0.034055803970980174,0.014448783910602541,0.14672600272469596,0.013543376295143576,0.0056814701730667294,0.07317436414613983,0.06702968921977179,0.0022804758761417634,0.0008463805988439124,0.004981302638041195,0.06561978963776759,0.0014083195081236492
0.08752934734859144,0.024591779702351556,0.08905099185923095,0.1014430526591076,0.16832235909676427,0.01642003799671651,0.05311075303022903,0.015651573101239956,0.08187585199026276,5.022889241962389e-05,0.1349449332279709,0.00013467945509147846,0.0030611315377406362,0.042568394846589405,0.0022894917562238065,0.012918068147575347,0.015042690863160423,0.02043637463453595,0.019884130689764336,0.11067412916443406
0.06557654729091933,4.2207202961899875e-05,0.11202736053497815,0.015419777254408407,0.1170710354602933,0.040172453507213574,0.0017982182907393116,0.08313608323925274,0.009315654886275332,0.07457623838391021,0.01842992035467327,0.0007073614991521187,1.1178051072993617e-07,0.03530878563133778,0.048185259610270835,0.02462061847079364,0.05878810404737682,0.2739133526990047,0.014718809232504656,0.006192100623423217
